antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Pair_Maturated Cheese', 'Pair_Game Meat', 'Pair_Lamb', 'Pair_Hard Cheese'})","frozenset({'Body_Very full-bodied', 'Acid_Medium'})",0.03277060575968222,0.038728897715988087,0.020854021847070508,0.6363636363636365,16.431235431235432,1.0,0.019584852408512807,2.6434955312810335,0.9709592255793489,0.4117647058823531,0.6217129977460557,0.5874125874125875
"frozenset({'Pair_Lamb', 'Pair_Beef', 'Pair_Game Meat', 'Pair_Maturated Cheese', 'Pair_Hard Cheese'})","frozenset({'Body_Very full-bodied', 'Acid_Medium'})",0.03277060575968222,0.038728897715988087,0.020854021847070508,0.6363636363636365,16.431235431235432,1.0,0.019584852408512807,2.6434955312810335,0.9709592255793489,0.4117647058823531,0.6217129977460557,0.5874125874125875
"frozenset({'Pair_Game Meat', 'Pair_Lamb', 'Pair_Hard Cheese'})","frozenset({'Body_Very full-bodied', 'Acid_Medium'})",0.033763654419066536,0.038728897715988087,0.020854021847070508,0.6176470588235294,15.947963800904978,1.0,0.01954639272855651,2.514093652127416,0.9700484510350902,0.40384615384615385,0.6022423432182791,0.5780542986425339
"frozenset({'Pair_Beef', 'Pair_Game Meat', 'Pair_Lamb', 'Pair_Hard Cheese'})","frozenset({'Body_Very full-bodied', 'Acid_Medium'})",0.033763654419066536,0.038728897715988087,0.020854021847070508,0.6176470588235294,15.947963800904978,1.0,0.01954639272855651,2.514093652127416,0.9700484510350902,0.40384615384615385,0.6022423432182791,0.5780542986425339
"frozenset({'Pair_Beef', 'Pair_Game Meat', 'Pair_Maturated Cheese', 'Pair_Hard Cheese'})","frozenset({'Body_Very full-bodied', 'Acid_Medium'})",0.033763654419066536,0.038728897715988087,0.020854021847070508,0.6176470588235294,15.947963800904978,1.0,0.01954639272855651,2.514093652127416,0.9700484510350902,0.40384615384615385,0.6022423432182791,0.5780542986425339
"frozenset({'Pair_Beef', 'Pair_Game Meat', 'Pair_Hard Cheese'})","frozenset({'Body_Very full-bodied', 'Acid_Medium'})",0.03475670307845084,0.038728897715988087,0.020854021847070508,0.6000000000000001,15.492307692307694,1.0,0.019507933048600216,2.4031777557100304,0.9691358024691357,0.39622641509433965,0.5838842975206613,0.5692307692307692
"frozenset({'Pair_Game Meat', 'Pair_Maturated Cheese', 'Pair_Hard Cheese'})","frozenset({'Body_Very full-bodied', 'Acid_Medium'})",0.03475670307845084,0.038728897715988087,0.020854021847070508,0.6000000000000001,15.492307692307694,1.0,0.019507933048600216,2.4031777557100304,0.9691358024691357,0.39622641509433965,0.5838842975206613,0.5692307692307692
"frozenset({'Pair_Cured Meat', 'Pair_Shellfish', 'Pair_Poultry'})","frozenset({'Acid_High', 'Body_Light-bodied'})",0.03773584905660377,0.0903674280039722,0.03475670307845084,0.9210526315789473,10.192307692307692,1.0,0.03134661145565944,11.522012578616348,0.9372549019607843,0.3723404255319148,0.9132096069868996,0.652834008097166
"frozenset({'Pair_Pork', 'Pair_Cured Meat', 'Pair_Shellfish', 'Pair_Poultry'})","frozenset({'Acid_High', 'Body_Light-bodied'})",0.03773584905660377,0.0903674280039722,0.03475670307845084,0.9210526315789473,10.192307692307692,1.0,0.03134661145565944,11.522012578616348,0.9372549019607843,0.3723404255319148,0.9132096069868996,0.652834008097166
"frozenset({'Pair_Cured Meat', 'Pair_Spicy Food', 'Pair_Poultry'})","frozenset({'Acid_High', 'Body_Light-bodied'})",0.033763654419066536,0.0903674280039722,0.030784508440913606,0.9117647058823529,10.089528118939883,1.0,0.027733373831047615,10.309169149288312,0.9323674700792361,0.3297872340425532,0.9029989725147701,0.6262120232708468
"frozenset({'Pair_Cured Meat', 'Pair_Spicy Food', 'Pair_Shellfish'})","frozenset({'Acid_High', 'Body_Light-bodied'})",0.033763654419066536,0.0903674280039722,0.030784508440913606,0.9117647058823529,10.089528118939883,1.0,0.027733373831047615,10.309169149288312,0.9323674700792361,0.3297872340425532,0.9029989725147701,0.6262120232708468
